customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_combined_code
16755.0,5,1,212.58,4,3,2,432
16204.0,6,1,213.27,3,3,2,332
13890.0,8,1,213.65,2,2,2,222
16725.0,1,1,213.88,5,4,2,542
15716.0,7,1,214.17,3,3,2,332
14239.0,5,2,214.55,4,5,2,452
14106.0,12,1,214.80,1,1,2,112
14861.0,6,1,215.00,3,3,2,332
14605.0,6,2,216.25,3,5,2,352
16351.0,10,1,216.60,2,2,2,222
17019.0,12,1,216.86,1,1,2,112
14577.0,3,1,217.34,4,4,2,442
14466.0,1,1,217.80,5,4,2,542
18276.0,4,1,218.05,4,4,2,442
14037.0,7,1,218.33,3,2,2,322
13077.0,3,1,218.44,4,4,2,442
17742.0,13,1,218.55,1,1,2,112
14732.0,5,1,219.55,4,3,2,432
16887.0,13,1,219.82,1,1,2,112
16702.0,7,1,221.52,3,3,2,332
17087.0,12,1,221.53,1,1,2,112
16918.0,11,1,221.69,2,2,2,222
15750.0,13,1,222.12,1,1,2,112
14425.0,12,1,223.10,1,1,2,112
13641.0,9,1,224.10,2,2,2,222
14648.0,4,1,224.36,4,3,2,432
16768.0,7,1,224.98,3,3,2,332
17067.0,6,2,226.82,3,5,2,352
18071.0,9,1,227.25,2,2,2,222
13416.0,11,1,228.30,1,1,2,112
17066.0,1,1,228.34,5,4,2,542
17388.0,4,1,228.96,4,4,2,442
17984.0,13,1,229.46,1,1,2,112
15420.0,0,2,229.62,5,5,2,552
16905.0,4,1,230.00,4,4,2,442
15223.0,9,1,230.20,2,2,2,222
17189.0,12,1,230.46,1,1,2,112
15109.0,10,1,231.20,2,2,2,222
17151.0,10,1,231.90,2,2,2,222
18172.0,3,1,233.10,5,4,2,542
14277.0,1,1,233.42,5,4,2,542
13672.0,5,1,233.53,4,3,2,432
13021.0,9,1,233.71,2,2,2,222
13114.0,5,1,234.38,3,3,2,332
13211.0,8,1,235.84,2,2,2,222
12748.0,0,2,235.90,5,5,2,552
14967.0,11,1,236.25,2,1,2,212
14087.0,10,1,236.69,2,2,2,222
16280.0,0,1,238.05,5,4,2,542
13234.0,7,1,238.85,3,2,2,322
17414.0,11,1,239.68,2,2,2,222
15421.0,7,1,241.05,3,3,2,332
15884.0,11,1,241.80,2,1,2,212
14307.0,7,1,242.10,3,2,2,322
16395.0,5,2,244.66,4,5,2,452
14654.0,13,1,246.86,1,1,2,112
15858.0,4,1,248.49,4,4,2,442
15093.0,6,1,249.64,3,3,2,332
15031.0,6,1,250.02,3,3,2,332
14667.0,12,1,251.17,1,1,2,112
16952.0,3,1,252.04,5,4,2,542
13872.0,0,1,252.12,5,4,2,542
12948.0,5,2,252.48,3,5,2,352
13382.0,6,1,255.04,3,3,2,332
15712.0,13,1,255.50,1,1,2,112
15203.0,6,1,255.68,3,3,2,332
14709.0,9,1,256.20,2,2,2,222
17860.0,3,2,256.69,5,5,2,552
18168.0,11,1,257.62,2,2,2,222
14905.0,11,1,258.10,2,1,2,212
12683.0,1,1,258.30,5,4,2,542
16802.0,5,1,259.11,4,3,2,432
13984.0,7,2,259.50,3,5,2,352
17476.0,12,1,260.36,1,1,2,112
15255.0,11,1,260.44,2,1,2,212
12970.0,10,1,260.64,2,2,2,222
17244.0,8,1,260.65,3,2,2,322
15602.0,12,1,261.30,1,1,2,112
17910.0,1,1,261.70,5,4,2,542
17191.0,13,1,261.74,1,1,2,112
13648.0,13,1,263.09,1,1,2,112
17530.0,8,1,263.68,3,2,2,322
14796.0,0,1,266.02,5,4,2,542
14560.0,12,1,266.60,1,1,2,112
15911.0,5,1,267.26,4,3,2,432
13589.0,8,1,269.15,2,2,2,222
17965.0,0,1,272.02,5,4,2,542
17155.0,6,2,272.36,3,5,2,352
13557.0,6,1,272.50,3,3,2,332
15309.0,10,1,273.75,2,2,2,222
17913.0,11,2,277.35,2,5,2,252
17017.0,11,1,277.50,2,2,2,222
15573.0,4,1,278.08,4,4,2,442
17063.0,13,1,278.61,1,1,2,112
13946.0,10,1,280.20,2,2,2,222
12924.0,0,3,280.35,5,5,2,552
15059.0,8,1,280.94,2,2,2,222
17642.0,9,1,281.02,2,2,2,222
14341.0,13,1,281.82,1,1,3,113
15738.0,4,1,282.03,4,4,3,443
14478.0,13,1,282.28,1,1,3,113
16329.0,13,1,282.46,1,1,3,113
13813.0,8,1,283.15,2,2,3,223
16086.0,12,1,284.55,1,1,3,113
14110.0,13,1,285.06,1,1,3,113
12487.0,5,1,285.30,3,3,3,333
17231.0,7,1,285.35,3,3,3,333
17754.0,3,1,285.48,5,4,3,543
15353.0,12,1,285.59,1,1,3,113
15628.0,1,1,286.28,5,4,3,543
14771.0,11,1,287.37,2,1,3,213
15889.0,4,1,288.49,4,4,3,443
16805.0,0,2,289.00,5,5,3,553
17603.0,4,1,289.85,4,4,3,443
15841.0,4,1,289.92,4,4,3,443
15793.0,13,1,291.58,1,1,3,113
16551.0,1,1,292.98,5,4,3,543
17441.0,7,1,293.35,3,3,3,333
15265.0,13,1,294.14,1,1,3,113
16233.0,12,1,294.30,1,1,3,113
16497.0,11,1,294.85,2,2,3,223
15260.0,7,2,294.85,3,5,3,353
13455.0,5,1,295.35,3,3,3,333
15860.0,1,2,295.60,5,5,3,553
16558.0,11,1,297.05,2,2,3,223
17449.0,5,1,298.68,4,3,3,433
18181.0,10,1,298.99,2,2,3,223
14894.0,12,1,299.70,1,1,3,113
16143.0,4,1,300.35,4,4,3,443
16830.0,1,1,300.42,5,4,3,543
15441.0,5,1,301.57,4,3,3,433
14896.0,8,1,302.50,2,2,3,223
13173.0,4,1,302.70,4,3,3,433
14136.0,6,1,302.78,3,3,3,333
15298.0,6,1,303.45,3,3,3,333
15057.0,9,1,304.10,2,2,3,223
13394.0,13,1,304.53,1,1,3,113
14133.0,8,1,305.50,2,2,3,223
14558.0,6,1,306.45,3,3,3,333
13267.0,7,1,306.55,3,2,3,323
18065.0,5,2,306.90,4,5,3,453
16202.0,12,1,306.95,1,1,3,113
15623.0,4,1,307.20,4,4,3,443
17344.0,3,1,307.54,5,4,3,543
16451.0,10,1,307.65,2,2,3,223
15326.0,13,1,307.80,1,1,3,113
16945.0,5,1,307.95,4,3,3,433
15302.0,5,1,308.00,4,3,3,433
17519.0,13,1,308.44,1,1,3,113
15755.0,10,1,308.75,2,2,3,223
14790.0,3,1,308.81,4,4,3,443
14032.0,0,1,309.30,5,4,3,543
18145.0,6,1,309.70,3,3,3,333
17085.0,1,2,310.30,5,5,3,553
15188.0,0,1,310.43,5,4,3,543
15362.0,13,1,310.75,1,1,3,113
13481.0,10,1,311.20,2,2,3,223
14738.0,7,1,311.20,3,3,3,333
15680.0,12,1,311.50,1,1,3,113
13740.0,12,1,311.69,1,1,3,113
13531.0,11,1,311.70,1,1,3,113
13643.0,6,1,311.80,3,3,3,333
18061.0,10,1,312.21,2,2,3,223
13905.0,7,1,312.65,3,2,3,323
15162.0,6,1,312.90,3,3,3,333
15369.0,6,1,312.96,3,3,3,333
13037.0,11,1,313.19,1,1,3,113
13855.0,6,1,313.45,3,3,3,333
13087.0,1,1,313.64,5,4,3,543
13468.0,11,1,314.22,1,1,3,113
14549.0,12,1,316.22,1,1,3,113
16159.0,11,1,317.55,2,2,3,223
12417.0,4,2,317.60,4,5,3,453
16891.0,10,1,317.83,2,2,3,223
15329.0,0,1,318.36,5,4,3,543
13175.0,10,1,319.15,2,2,3,223
17998.0,12,2,319.19,1,4,3,143
16791.0,11,1,319.87,2,2,3,223
13202.0,5,1,320.20,3,3,3,333
14408.0,7,1,321.00,3,2,3,323
17576.0,11,1,321.21,2,2,3,223
15658.0,11,1,321.65,2,1,3,213
17047.0,6,1,322.65,3,3,3,333
17954.0,5,1,322.98,4,3,3,433
13025.0,6,1,323.39,3,3,3,333
15482.0,11,2,325.08,2,4,3,243
16293.0,3,1,325.64,5,4,3,543
15956.0,1,1,326.40,5,4,3,543
13498.0,5,1,327.38,4,3,3,433
17188.0,6,1,328.02,3,3,3,333
17675.0,4,1,328.70,4,4,3,443
13576.0,6,1,328.80,3,3,3,333
17861.0,4,1,328.99,4,4,3,443
17345.0,13,1,329.91,1,1,3,113
13148.0,7,1,331.40,3,2,3,323
17990.0,7,1,332.70,3,3,3,333
18051.0,5,1,333.30,4,3,3,433
14653.0,12,1,333.67,1,1,3,113
12712.0,5,1,333.80,3,3,3,333
13329.0,10,1,334.65,2,2,3,223
13026.0,1,1,335.98,5,4,3,543
17172.0,1,1,336.82,5,4,3,543
13154.0,10,1,337.10,2,2,3,223
14952.0,11,1,337.90,2,1,3,213
13611.0,11,1,337.93,1,1,3,113
17296.0,5,1,338.13,4,3,3,433
16735.0,6,1,338.34,3,3,3,333
14644.0,11,1,338.50,1,1,3,113
16722.0,11,1,339.78,2,2,3,223
17411.0,11,1,344.40,2,2,3,223
16719.0,1,1,344.65,5,4,3,543
16325.0,1,2,345.54,5,5,3,553
15085.0,4,1,347.54,4,3,3,433
16191.0,3,1,348.60,5,4,3,543
17799.0,1,1,348.61,5,4,3,543
13999.0,9,1,350.55,2,2,3,223
14643.0,3,1,350.68,4,4,3,443
16192.0,10,1,351.30,2,2,3,223
13141.0,5,1,351.45,3,3,3,333
17018.0,9,1,351.60,2,2,3,223
16763.0,13,1,352.85,1,1,3,113
13693.0,4,2,353.15,4,5,3,453
14479.0,8,1,355.13,2,2,3,223
17457.0,7,1,355.38,3,3,3,333
16139.0,11,1,355.59,2,2,3,223
15169.0,1,1,356.17,5,4,3,543
18259.0,6,1,356.40,3,3,3,333
15694.0,7,1,357.87,3,3,3,333
14130.0,3,1,358.32,4,4,3,443
15562.0,1,1,360.51,5,4,3,543
17539.0,1,1,361.55,5,4,3,543
13110.0,13,1,362.78,1,1,3,113
16011.0,4,2,363.20,4,5,3,453
12785.0,6,1,366.90,3,3,3,333
13590.0,13,1,367.28,1,1,3,113
16393.0,13,1,367.41,1,1,3,113
16168.0,5,2,369.00,4,5,3,453
15144.0,1,1,370.20,5,4,3,543
14204.0,12,1,371.27,1,1,3,113
12779.0,11,1,371.82,1,1,3,113
15953.0,11,1,372.20,2,1,3,213
18275.0,6,1,372.64,3,3,3,333
17209.0,3,2,373.20,5,5,3,553
16656.0,10,1,373.74,2,2,3,223
14061.0,13,1,374.43,1,1,3,113
18268.0,3,1,375.18,5,4,3,543
17165.0,3,1,375.66,5,4,3,543
18077.0,1,2,376.10,5,5,3,553
16701.0,13,1,378.12,1,1,3,113
16253.0,6,1,379.13,3,3,3,333
18162.0,7,1,379.16,3,3,3,333
14735.0,6,2,379.65,3,5,3,353
17043.0,5,1,380.36,4,3,3,433
18229.0,11,1,381.00,2,2,3,223
13635.0,13,1,382.37,1,1,3,113
16912.0,5,1,383.80,4,3,3,433
13313.0,12,2,383.89,1,4,4,144
17012.0,0,1,384.16,5,4,4,544
15550.0,0,2,386.15,5,5,4,554
16717.0,7,1,386.39,3,3,4,334
17211.0,1,1,386.73,5,4,4,544
16003.0,11,1,387.87,2,1,4,214
16186.0,5,1,389.34,4,3,4,434
17270.0,7,1,389.62,3,3,4,334
14099.0,4,1,390.44,4,3,4,434
12926.0,0,1,390.66,5,4,4,544
17929.0,5,1,392.40,4,3,4,434
14159.0,11,1,393.65,1,1,4,114
16769.0,0,2,394.46,5,5,4,554
12842.0,12,1,397.20,1,1,4,114
14525.0,1,1,399.80,5,4,4,544
17908.0,0,1,400.91,5,4,4,544
16156.0,3,2,402.10,5,5,4,554
17581.0,11,4,402.20,2,5,4,254
15916.0,4,1,404.82,4,4,4,444
17293.0,3,2,405.04,5,5,4,554
15898.0,3,1,406.12,5,4,4,544
17406.0,8,1,406.70,3,2,4,324
12872.0,11,1,407.22,1,1,4,114
17768.0,12,1,408.07,1,1,4,114
17465.0,11,2,408.37,2,4,4,244
14291.0,5,1,408.51,4,3,4,434
15078.0,10,1,410.00,2,2,4,224
17739.0,7,1,411.20,3,3,4,334
12540.0,7,1,412.60,3,2,4,324
12989.0,4,1,413.10,4,3,4,434
14080.0,5,2,414.65,4,5,4,454
13317.0,1,1,416.82,5,4,4,544
14085.0,6,2,416.84,3,5,4,354
16700.0,12,2,418.70,1,4,4,144
12836.0,13,1,423.87,1,1,4,114
16541.0,10,1,424.03,2,2,4,224
14215.0,6,1,425.59,3,3,4,334
17696.0,4,1,427.52,4,4,4,444
14042.0,0,1,431.98,5,4,4,544
14593.0,5,1,433.05,4,3,4,434
12600.0,1,2,433.89,5,5,4,554
17115.0,9,1,434.15,2,2,4,224
15912.0,4,3,435.79,4,5,4,454
12510.0,10,1,435.88,2,2,4,224
14123.0,8,1,436.18,2,2,4,224
14626.0,4,1,436.40,4,3,4,434
17178.0,6,1,436.71,3,3,4,334
15465.0,4,1,436.80,4,4,4,444
14679.0,6,1,438.74,3,3,4,334
14979.0,10,1,439.46,2,2,4,224
15380.0,4,2,441.62,4,5,4,454
12975.0,8,1,441.63,2,2,4,224
14755.0,11,2,445.15,1,4,4,144
13019.0,4,2,445.30,4,5,4,454
15358.0,7,1,446.40,3,3,4,334
14108.0,6,2,447.05,3,5,4,354
15157.0,4,1,448.20,4,3,4,434
14987.0,1,2,451.65,5,5,4,554
13495.0,7,1,452.16,3,2,4,324
17884.0,4,4,454.12,4,5,4,454
16723.0,10,1,460.55,2,2,4,224
15674.0,6,1,462.46,3,3,4,334
16124.0,7,1,463.00,3,3,4,334
17679.0,11,2,465.00,2,4,4,244
17958.0,3,1,465.42,5,4,4,544
17961.0,0,3,465.96,5,5,4,554
17825.0,0,3,467.46,5,5,4,554
15822.0,8,1,474.32,2,2,4,224
13800.0,11,1,478.70,1,1,4,114
13848.0,5,1,480.00,4,3,4,434
17329.0,6,3,481.32,3,5,4,354
13415.0,3,1,483.42,4,4,4,444
13798.0,6,1,484.00,3,3,4,334
17287.0,1,4,484.11,5,5,4,554
12443.0,7,1,485.31,3,2,4,324
16167.0,13,1,485.79,1,1,4,114
16560.0,6,1,487.09,3,3,4,334
18108.0,12,1,493.25,1,1,4,114
13735.0,1,1,493.37,5,4,4,544
13000.0,0,1,497.65,5,4,4,544
13953.0,3,1,500.00,4,4,4,444
17069.0,11,1,500.55,2,2,4,224
14161.0,1,1,505.13,5,4,4,544
17611.0,13,1,507.49,1,1,4,114
12759.0,10,1,508.26,2,2,4,224
16612.0,11,1,510.87,2,2,4,224
16353.0,7,2,513.90,3,5,4,354
14396.0,12,1,514.97,1,1,4,114
12979.0,4,1,517.70,4,3,4,434
17716.0,12,1,520.20,1,1,4,114
17802.0,1,2,522.95,5,5,4,554
12854.0,3,1,525.34,4,4,4,444
16409.0,1,1,526.46,5,4,4,544
13491.0,5,2,527.40,4,5,4,454
15514.0,10,1,532.28,2,2,4,224
17858.0,8,1,533.97,3,2,4,324
16563.0,13,1,538.46,1,1,4,114
16550.0,12,1,538.77,1,1,4,114
15542.0,12,2,540.73,1,4,4,144
13564.0,7,2,544.25,3,5,4,354
17819.0,1,1,545.10,5,4,4,544
14546.0,8,1,547.73,2,2,4,224
12664.0,1,1,549.08,5,4,4,544
13136.0,6,1,549.09,3,3,4,334
15240.0,9,1,549.77,2,2,4,224
13993.0,11,1,556.75,1,1,4,114
17238.0,3,3,559.90,5,5,4,554
16400.0,6,1,564.38,3,3,4,334
15751.0,1,4,573.29,5,5,4,554
12437.0,12,1,578.28,1,1,4,114
15051.0,13,1,580.02,1,1,4,114
16933.0,5,1,580.79,4,3,4,434
14608.0,4,2,581.22,4,5,4,454
14702.0,4,1,583.70,4,3,4,434
17853.0,11,1,584.35,2,2,4,224
15944.0,1,1,588.40,5,4,4,544
15854.0,4,1,592.20,4,4,4,444
14295.0,5,2,598.85,4,5,4,454
13426.0,5,1,601.60,3,3,4,334
12490.0,13,1,603.94,1,1,4,114
17508.0,7,1,610.95,3,3,4,334
14113.0,4,2,611.84,4,5,4,454
13668.0,3,1,615.30,4,4,4,444
16485.0,8,1,619.24,2,2,4,224
14401.0,0,1,619.67,5,4,4,544
15867.0,0,1,626.00,5,4,4,544
13319.0,8,1,626.60,2,2,4,224
13174.0,10,1,630.39,2,2,4,224
14040.0,13,1,633.33,1,1,4,114
13623.0,12,1,637.04,1,1,4,114
13599.0,13,1,641.45,1,1,4,114
13753.0,11,1,642.20,1,1,4,114
15615.0,12,2,643.10,1,4,4,144
15005.0,5,2,644.00,4,5,4,454
16718.0,8,1,647.82,2,2,4,224
12839.0,0,2,653.24,5,5,4,554
14543.0,7,2,656.55,3,5,4,354
16940.0,6,1,656.85,3,3,4,334
15805.0,4,1,658.50,4,4,4,444
17416.0,0,1,659.40,5,4,4,544
14134.0,4,1,661.16,4,3,4,434
16711.0,0,2,665.64,5,5,4,554
13042.0,7,1,668.10,3,2,4,324
14898.0,1,2,668.66,5,5,4,554
15547.0,8,1,671.56,2,2,4,224
15719.0,4,2,674.17,4,5,4,454
14548.0,8,2,680.28,2,5,4,254
15581.0,4,7,680.66,4,5,4,454
14828.0,7,1,682.40,3,3,4,334
12714.0,10,1,682.65,2,2,4,224
12747.0,5,2,683.85,3,5,4,354
16670.0,4,1,683.91,4,4,4,444
15484.0,9,1,689.50,2,2,4,224
16125.0,0,1,689.71,5,4,4,544
13162.0,10,1,694.20,2,2,4,224
17700.0,13,1,696.73,1,1,4,114
16327.0,0,1,698.61,5,4,4,544
16746.0,5,2,710.62,4,5,4,454
13736.0,8,1,720.79,2,2,5,225
13786.0,11,1,723.09,1,1,5,115
16843.0,4,1,730.59,4,4,5,445
17809.0,12,1,734.70,1,1,5,115
14293.0,4,1,737.70,4,3,5,435
15079.0,6,2,738.53,3,5,5,355
12913.0,7,2,741.96,3,5,5,355
15466.0,11,1,744.21,2,1,5,215
14030.0,4,2,747.15,4,5,5,455
13373.0,8,1,748.42,2,2,5,225
12980.0,12,1,754.20,1,1,5,115
17851.0,3,2,755.26,5,5,5,555
13013.0,0,1,756.51,5,4,5,545
12359.0,9,1,760.69,2,2,5,225
15179.0,11,1,763.35,2,1,5,215
17412.0,3,2,773.02,5,5,5,555
15794.0,11,2,777.00,2,4,5,245
15367.0,4,1,785.62,4,4,5,445
14081.0,4,1,792.02,4,3,5,435
16732.0,6,1,792.84,3,3,5,335
16335.0,1,2,800.84,5,5,5,555
13958.0,9,2,811.55,2,5,5,255
13418.0,3,1,811.76,4,4,5,445
17610.0,4,2,813.56,4,5,5,455
12583.0,8,1,817.44,2,2,5,225
16620.0,13,1,822.37,1,1,5,115
14669.0,12,1,824.18,1,1,5,115
17160.0,10,1,825.94,2,2,5,225
13895.0,11,1,831.00,1,1,5,115
14831.0,12,2,833.75,1,4,5,145
