customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_combined_code,is_churned,cluster_id,customer_segment
12920.0,0,2,138.9,5,5,1,551,0,2,At Risk (Churn Danger)
17150.0,8,1,139.25,3,2,1,321,0,0,Best Customers
17027.0,4,1,139.85,4,4,1,441,0,2,At Risk (Churn Danger)
12636.0,13,1,141.0,1,1,1,111,0,0,Best Customers
14723.0,10,1,141.63,2,2,1,221,0,0,Best Customers
15989.0,12,1,143.11,1,1,1,111,0,0,Best Customers
13825.0,5,1,143.36,4,3,1,431,0,2,At Risk (Churn Danger)
14574.0,7,1,143.7,3,3,1,331,0,0,Best Customers
14871.0,13,1,145.0,1,1,1,111,0,0,Best Customers
16127.0,1,1,145.06,5,4,1,541,0,2,At Risk (Churn Danger)
16158.0,9,1,146.62,2,2,1,221,0,0,Best Customers
13190.0,7,1,147.1,3,2,1,321,0,0,Best Customers
15479.0,8,1,147.4,2,2,1,221,0,0,Best Customers
17592.0,13,1,148.3,1,1,1,111,0,0,Best Customers
12820.0,9,1,148.3,2,2,1,221,0,0,Best Customers
13733.0,10,1,149.1,2,2,1,221,0,0,Best Customers
17866.0,0,1,149.5,5,4,1,541,0,2,At Risk (Churn Danger)
15641.0,8,1,150.4,2,2,1,221,0,0,Best Customers
14980.0,12,1,150.68,1,1,1,111,0,0,Best Customers
14285.0,6,1,151.2,3,3,1,331,0,2,At Risk (Churn Danger)
17372.0,11,1,151.65,2,2,1,221,0,0,Best Customers
18219.0,7,1,151.72,3,3,1,331,0,0,Best Customers
15196.0,1,1,152.25,5,4,1,541,0,2,At Risk (Churn Danger)
14512.0,7,1,153.28,3,2,1,321,0,0,Best Customers
17314.0,11,1,154.2,2,2,1,221,0,0,Best Customers
13070.0,7,1,154.2,3,2,1,321,0,0,Best Customers
17371.0,6,2,154.29,3,5,1,351,0,2,At Risk (Churn Danger)
16442.0,1,1,155.06,5,4,1,541,0,2,At Risk (Churn Danger)
13948.0,10,1,155.65,2,2,1,221,0,0,Best Customers
17268.0,6,1,155.7,3,3,1,331,0,2,At Risk (Churn Danger)
12933.0,4,1,155.79,4,3,1,431,0,2,At Risk (Churn Danger)
14540.0,7,1,156.5,3,3,1,331,0,0,Best Customers
15967.0,13,1,156.71,1,1,1,111,0,0,Best Customers
16987.0,12,1,157.91,1,1,1,111,0,0,Best Customers
14238.0,9,1,159.1,2,2,1,221,0,0,Best Customers
13654.0,12,1,159.98,1,1,1,111,0,0,Best Customers
16645.0,10,1,160.39,2,2,1,221,0,0,Best Customers
17487.0,3,1,160.55,5,4,1,541,0,2,At Risk (Churn Danger)
14713.0,11,1,160.69,1,1,1,111,0,0,Best Customers
15691.0,8,1,161.8,2,2,1,221,0,0,Best Customers
15534.0,0,1,162.25,5,4,1,541,0,2,At Risk (Churn Danger)
15181.0,6,1,162.72,3,3,1,331,0,2,At Risk (Churn Danger)
14107.0,5,1,163.26,4,3,1,431,0,2,At Risk (Churn Danger)
17660.0,12,1,163.47,1,1,1,111,0,0,Best Customers
14955.0,7,1,163.77,3,3,1,331,0,0,Best Customers
17318.0,0,1,164.28,5,4,1,541,0,2,At Risk (Churn Danger)
14043.0,4,1,164.31,4,3,1,431,0,2,At Risk (Churn Danger)
16663.0,4,1,165.0,4,4,1,441,0,2,At Risk (Churn Danger)
16686.0,8,2,167.14,2,5,1,251,0,0,Best Customers
17988.0,6,2,167.65,3,5,1,351,0,2,At Risk (Churn Danger)
15965.0,11,1,169.5,2,1,1,211,0,0,Best Customers
12937.0,11,1,170.06,1,1,1,111,0,0,Best Customers
14507.0,4,1,171.5,4,3,1,431,0,2,At Risk (Churn Danger)
17880.0,5,1,171.6,4,3,2,432,0,2,At Risk (Churn Danger)
13462.0,0,1,171.82,5,4,2,542,0,2,At Risk (Churn Danger)
13748.0,13,1,173.1,1,1,2,112,0,0,Best Customers
16126.0,12,1,174.1,1,1,2,112,0,0,Best Customers
13770.0,5,1,174.33,4,3,2,432,0,2,At Risk (Churn Danger)
17432.0,11,1,174.85,2,2,2,222,0,0,Best Customers
17848.0,8,1,175.2,3,2,2,322,0,0,Best Customers
13983.0,5,1,175.95,4,3,2,432,0,2,At Risk (Churn Danger)
18001.0,12,1,176.6,1,1,2,112,0,0,Best Customers
16797.0,12,1,176.88,1,1,2,112,0,0,Best Customers
13542.0,4,1,177.91,4,3,2,432,0,2,At Risk (Churn Danger)
15209.0,5,1,178.98,4,3,2,432,0,2,At Risk (Churn Danger)
14799.0,12,1,180.45,1,1,2,112,0,0,Best Customers
15882.0,4,1,181.63,4,4,2,442,0,2,At Risk (Churn Danger)
12934.0,11,1,181.65,1,1,2,112,0,0,Best Customers
14940.0,8,1,182.01,2,2,2,222,0,0,Best Customers
15971.0,6,1,182.88,3,3,2,332,0,2,At Risk (Churn Danger)
16782.0,5,1,185.9,4,3,2,432,0,2,At Risk (Churn Danger)
14958.0,11,1,186.36,2,1,2,212,0,0,Best Customers
16556.0,7,1,187.19,3,3,2,332,0,0,Best Customers
17075.0,0,1,187.7,5,4,2,542,0,2,At Risk (Churn Danger)
14211.0,5,1,187.8,4,3,2,432,0,2,At Risk (Churn Danger)
16277.0,8,1,188.69,2,2,2,222,0,0,Best Customers
16823.0,12,1,189.3,1,1,2,112,0,0,Best Customers
14670.0,7,1,190.47,3,3,2,332,0,0,Best Customers
15115.0,7,1,191.74,3,3,2,332,0,0,Best Customers
15633.0,6,1,191.89,3,3,2,332,0,2,At Risk (Churn Danger)
14000.0,12,1,192.0,1,1,2,112,0,0,Best Customers
17561.0,8,1,192.27,3,2,2,322,0,0,Best Customers
16436.0,7,2,192.45,3,5,2,352,0,2,At Risk (Churn Danger)
18271.0,6,1,192.55,3,3,2,332,0,2,At Risk (Churn Danger)
17764.0,11,1,194.65,2,2,2,222,0,0,Best Customers
16018.0,7,1,195.78,3,3,2,332,0,0,Best Customers
16321.0,13,1,196.1,1,1,2,112,0,0,Best Customers
16190.0,0,1,196.92,5,4,2,542,0,2,At Risk (Churn Danger)
17623.0,0,1,197.05,5,4,2,542,0,2,At Risk (Churn Danger)
17343.0,11,1,197.3,2,2,2,222,0,0,Best Customers
13442.0,13,1,198.0,1,1,2,112,0,0,Best Customers
16365.0,3,1,198.77,5,4,2,542,0,2,At Risk (Churn Danger)
17969.0,1,2,199.65,5,5,2,552,0,2,At Risk (Churn Danger)
16470.0,3,1,199.68,5,4,2,542,0,2,At Risk (Churn Danger)
14990.0,5,1,200.24,4,3,2,432,0,2,At Risk (Churn Danger)
14915.0,11,1,202.06,2,1,2,212,0,0,Best Customers
13269.0,12,2,202.84,1,4,2,142,0,0,Best Customers
16771.0,5,1,203.3,4,3,2,432,0,2,At Risk (Churn Danger)
14867.0,9,1,203.32,2,2,2,222,0,0,Best Customers
13979.0,11,1,203.78,1,1,2,112,0,0,Best Customers
15039.0,4,1,203.85,4,3,2,432,0,2,At Risk (Churn Danger)
14468.0,8,1,204.24,2,2,2,222,0,0,Best Customers
16901.0,4,1,204.26,4,4,2,442,0,2,At Risk (Churn Danger)
13485.0,6,2,204.7,3,5,2,352,0,2,At Risk (Churn Danger)
16964.0,8,2,207.85,3,5,2,352,0,0,Best Customers
14590.0,4,2,208.0,4,5,2,452,0,2,At Risk (Churn Danger)
14471.0,7,1,208.83,3,2,2,322,0,0,Best Customers
16798.0,4,1,208.9,4,4,2,442,0,2,At Risk (Churn Danger)
14003.0,7,1,209.41,3,2,2,322,0,0,Best Customers
17271.0,11,1,210.39,2,2,2,222,0,0,Best Customers
12577.0,11,1,210.55,1,1,2,112,0,0,Best Customers
15456.0,6,1,211.41,3,3,2,332,0,2,At Risk (Churn Danger)
15878.0,8,1,212.13,2,2,2,222,0,0,Best Customers
16755.0,5,1,212.58,4,3,2,432,0,2,At Risk (Churn Danger)
16204.0,6,1,213.27,3,3,2,332,0,2,At Risk (Churn Danger)
13890.0,8,1,213.65,2,2,2,222,0,0,Best Customers
16725.0,1,1,213.88,5,4,2,542,0,2,At Risk (Churn Danger)
15716.0,7,1,214.17,3,3,2,332,0,0,Best Customers
14239.0,5,2,214.55,4,5,2,452,0,2,At Risk (Churn Danger)
14106.0,12,1,214.8,1,1,2,112,0,0,Best Customers
14861.0,6,1,215.0,3,3,2,332,0,2,At Risk (Churn Danger)
14605.0,6,2,216.25,3,5,2,352,0,2,At Risk (Churn Danger)
16351.0,10,1,216.6,2,2,2,222,0,0,Best Customers
17019.0,12,1,216.86,1,1,2,112,0,0,Best Customers
14577.0,3,1,217.34,4,4,2,442,0,2,At Risk (Churn Danger)
14466.0,1,1,217.8,5,4,2,542,0,2,At Risk (Churn Danger)
18276.0,4,1,218.05,4,4,2,442,0,2,At Risk (Churn Danger)
14037.0,7,1,218.33,3,2,2,322,0,0,Best Customers
13077.0,3,1,218.44,4,4,2,442,0,2,At Risk (Churn Danger)
17742.0,13,1,218.55,1,1,2,112,0,0,Best Customers
14732.0,5,1,219.55,4,3,2,432,0,2,At Risk (Churn Danger)
16887.0,13,1,219.82,1,1,2,112,0,0,Best Customers
16702.0,7,1,221.52,3,3,2,332,0,0,Best Customers
17087.0,12,1,221.53,1,1,2,112,0,0,Best Customers
16918.0,11,1,221.69,2,2,2,222,0,0,Best Customers
15750.0,13,1,222.12,1,1,2,112,0,0,Best Customers
14425.0,12,1,223.1,1,1,2,112,0,0,Best Customers
13641.0,9,1,224.1,2,2,2,222,0,0,Best Customers
14648.0,4,1,224.36,4,3,2,432,0,2,At Risk (Churn Danger)
16768.0,7,1,224.98,3,3,2,332,0,0,Best Customers
17067.0,6,2,226.82,3,5,2,352,0,2,At Risk (Churn Danger)
18071.0,9,1,227.25,2,2,2,222,0,0,Best Customers
13416.0,11,1,228.3,1,1,2,112,0,0,Best Customers
17066.0,1,1,228.34,5,4,2,542,0,2,At Risk (Churn Danger)
17388.0,4,1,228.96,4,4,2,442,0,2,At Risk (Churn Danger)
17984.0,13,1,229.46,1,1,2,112,0,0,Best Customers
15420.0,0,2,229.62,5,5,2,552,0,2,At Risk (Churn Danger)
16905.0,4,1,230.0,4,4,2,442,0,2,At Risk (Churn Danger)
15223.0,9,1,230.2,2,2,2,222,0,0,Best Customers
17189.0,12,1,230.46,1,1,2,112,0,0,Best Customers
15109.0,10,1,231.2,2,2,2,222,0,0,Best Customers
17151.0,10,1,231.9,2,2,2,222,0,0,Best Customers
18172.0,3,1,233.1,5,4,2,542,0,2,At Risk (Churn Danger)
14277.0,1,1,233.42,5,4,2,542,0,2,At Risk (Churn Danger)
13672.0,5,1,233.53,4,3,2,432,0,2,At Risk (Churn Danger)
13021.0,9,1,233.71,2,2,2,222,0,0,Best Customers
13114.0,5,1,234.38,3,3,2,332,0,2,At Risk (Churn Danger)
13211.0,8,1,235.84,2,2,2,222,0,0,Best Customers
12748.0,0,2,235.9,5,5,2,552,0,2,At Risk (Churn Danger)
14967.0,11,1,236.25,2,1,2,212,0,0,Best Customers
14087.0,10,1,236.69,2,2,2,222,0,0,Best Customers
16280.0,0,1,238.05,5,4,2,542,0,2,At Risk (Churn Danger)
13234.0,7,1,238.85,3,2,2,322,0,0,Best Customers
17414.0,11,1,239.68,2,2,2,222,0,0,Best Customers
15421.0,7,1,241.05,3,3,2,332,0,0,Best Customers
15884.0,11,1,241.8,2,1,2,212,0,0,Best Customers
14307.0,7,1,242.1,3,2,2,322,0,0,Best Customers
16395.0,5,2,244.66,4,5,2,452,0,2,At Risk (Churn Danger)
14654.0,13,1,246.86,1,1,2,112,0,0,Best Customers
15858.0,4,1,248.49,4,4,2,442,0,2,At Risk (Churn Danger)
15093.0,6,1,249.64,3,3,2,332,0,2,At Risk (Churn Danger)
15031.0,6,1,250.02,3,3,2,332,0,2,At Risk (Churn Danger)
14667.0,12,1,251.17,1,1,2,112,0,0,Best Customers
16952.0,3,1,252.04,5,4,2,542,0,2,At Risk (Churn Danger)
13872.0,0,1,252.12,5,4,2,542,0,2,At Risk (Churn Danger)
12948.0,5,2,252.48,3,5,2,352,0,2,At Risk (Churn Danger)
13382.0,6,1,255.04,3,3,2,332,0,2,At Risk (Churn Danger)
15712.0,13,1,255.5,1,1,2,112,0,0,Best Customers
15203.0,6,1,255.68,3,3,2,332,0,2,At Risk (Churn Danger)
14709.0,9,1,256.2,2,2,2,222,0,0,Best Customers
17860.0,3,2,256.69,5,5,2,552,0,2,At Risk (Churn Danger)
18168.0,11,1,257.62,2,2,2,222,0,0,Best Customers
14905.0,11,1,258.1,2,1,2,212,0,0,Best Customers
12683.0,1,1,258.3,5,4,2,542,0,2,At Risk (Churn Danger)
16802.0,5,1,259.11,4,3,2,432,0,2,At Risk (Churn Danger)
13984.0,7,2,259.5,3,5,2,352,0,2,At Risk (Churn Danger)
17476.0,12,1,260.36,1,1,2,112,0,0,Best Customers
15255.0,11,1,260.44,2,1,2,212,0,0,Best Customers
12970.0,10,1,260.64,2,2,2,222,0,0,Best Customers
17244.0,8,1,260.65,3,2,2,322,0,0,Best Customers
15602.0,12,1,261.3,1,1,2,112,0,0,Best Customers
17910.0,1,1,261.7,5,4,2,542,0,2,At Risk (Churn Danger)
17191.0,13,1,261.74,1,1,2,112,0,0,Best Customers
13648.0,13,1,263.09,1,1,2,112,0,0,Best Customers
17530.0,8,1,263.68,3,2,2,322,0,0,Best Customers
14796.0,0,1,266.02,5,4,2,542,0,2,At Risk (Churn Danger)
14560.0,12,1,266.6,1,1,2,112,0,0,Best Customers
15911.0,5,1,267.26,4,3,2,432,0,2,At Risk (Churn Danger)
13589.0,8,1,269.15,2,2,2,222,0,0,Best Customers
17965.0,0,1,272.02,5,4,2,542,0,2,At Risk (Churn Danger)
17155.0,6,2,272.36,3,5,2,352,0,2,At Risk (Churn Danger)
13557.0,6,1,272.5,3,3,2,332,0,2,At Risk (Churn Danger)
15309.0,10,1,273.75,2,2,2,222,0,0,Best Customers
17913.0,11,2,277.35,2,5,2,252,0,0,Best Customers
17017.0,11,1,277.5,2,2,2,222,0,0,Best Customers
15573.0,4,1,278.08,4,4,2,442,0,2,At Risk (Churn Danger)
17063.0,13,1,278.61,1,1,2,112,0,0,Best Customers
13946.0,10,1,280.2,2,2,2,222,0,0,Best Customers
12924.0,0,3,280.35,5,5,2,552,0,1,Loyal Customers
15059.0,8,1,280.94,2,2,2,222,0,0,Best Customers
17642.0,9,1,281.02,2,2,2,222,0,0,Best Customers
14341.0,13,1,281.82,1,1,3,113,0,0,Best Customers
15738.0,4,1,282.03,4,4,3,443,0,2,At Risk (Churn Danger)
14478.0,13,1,282.28,1,1,3,113,0,0,Best Customers
16329.0,13,1,282.46,1,1,3,113,0,0,Best Customers
13813.0,8,1,283.15,2,2,3,223,0,0,Best Customers
16086.0,12,1,284.55,1,1,3,113,0,0,Best Customers
14110.0,13,1,285.06,1,1,3,113,0,0,Best Customers
12487.0,5,1,285.3,3,3,3,333,0,2,At Risk (Churn Danger)
17231.0,7,1,285.35,3,3,3,333,0,0,Best Customers
17754.0,3,1,285.48,5,4,3,543,0,2,At Risk (Churn Danger)
15353.0,12,1,285.59,1,1,3,113,0,0,Best Customers
15628.0,1,1,286.28,5,4,3,543,0,2,At Risk (Churn Danger)
14771.0,11,1,287.37,2,1,3,213,0,0,Best Customers
15889.0,4,1,288.49,4,4,3,443,0,2,At Risk (Churn Danger)
16805.0,0,2,289.0,5,5,3,553,0,2,At Risk (Churn Danger)
17603.0,4,1,289.85,4,4,3,443,0,2,At Risk (Churn Danger)
15841.0,4,1,289.92,4,4,3,443,0,2,At Risk (Churn Danger)
15793.0,13,1,291.58,1,1,3,113,0,0,Best Customers
16551.0,1,1,292.98,5,4,3,543,0,2,At Risk (Churn Danger)
17441.0,7,1,293.35,3,3,3,333,0,0,Best Customers
15265.0,13,1,294.14,1,1,3,113,0,0,Best Customers
16233.0,12,1,294.3,1,1,3,113,0,0,Best Customers
16497.0,11,1,294.85,2,2,3,223,0,0,Best Customers
15260.0,7,2,294.85,3,5,3,353,0,2,At Risk (Churn Danger)
13455.0,5,1,295.35,3,3,3,333,0,2,At Risk (Churn Danger)
15860.0,1,2,295.6,5,5,3,553,0,2,At Risk (Churn Danger)
16558.0,11,1,297.05,2,2,3,223,0,0,Best Customers
17449.0,5,1,298.68,4,3,3,433,0,2,At Risk (Churn Danger)
18181.0,10,1,298.99,2,2,3,223,0,0,Best Customers
14894.0,12,1,299.7,1,1,3,113,0,0,Best Customers
16143.0,4,1,300.35,4,4,3,443,0,2,At Risk (Churn Danger)
16830.0,1,1,300.42,5,4,3,543,0,2,At Risk (Churn Danger)
15441.0,5,1,301.57,4,3,3,433,0,2,At Risk (Churn Danger)
14896.0,8,1,302.5,2,2,3,223,0,0,Best Customers
13173.0,4,1,302.7,4,3,3,433,0,2,At Risk (Churn Danger)
14136.0,6,1,302.78,3,3,3,333,0,2,At Risk (Churn Danger)
15298.0,6,1,303.45,3,3,3,333,0,2,At Risk (Churn Danger)
15057.0,9,1,304.1,2,2,3,223,0,0,Best Customers
13394.0,13,1,304.53,1,1,3,113,0,0,Best Customers
14133.0,8,1,305.5,2,2,3,223,0,0,Best Customers
14558.0,6,1,306.45,3,3,3,333,0,2,At Risk (Churn Danger)
13267.0,7,1,306.55,3,2,3,323,0,0,Best Customers
18065.0,5,2,306.9,4,5,3,453,0,2,At Risk (Churn Danger)
16202.0,12,1,306.95,1,1,3,113,0,0,Best Customers
15623.0,4,1,307.2,4,4,3,443,0,2,At Risk (Churn Danger)
17344.0,3,1,307.54,5,4,3,543,0,2,At Risk (Churn Danger)
16451.0,10,1,307.65,2,2,3,223,0,0,Best Customers
15326.0,13,1,307.8,1,1,3,113,0,0,Best Customers
16945.0,5,1,307.95,4,3,3,433,0,2,At Risk (Churn Danger)
15302.0,5,1,308.0,4,3,3,433,0,2,At Risk (Churn Danger)
17519.0,13,1,308.44,1,1,3,113,0,0,Best Customers
15755.0,10,1,308.75,2,2,3,223,0,0,Best Customers
14790.0,3,1,308.81,4,4,3,443,0,2,At Risk (Churn Danger)
14032.0,0,1,309.3,5,4,3,543,0,2,At Risk (Churn Danger)
18145.0,6,1,309.7,3,3,3,333,0,2,At Risk (Churn Danger)
17085.0,1,2,310.3,5,5,3,553,0,2,At Risk (Churn Danger)
15188.0,0,1,310.43,5,4,3,543,0,2,At Risk (Churn Danger)
15362.0,13,1,310.75,1,1,3,113,0,0,Best Customers
13481.0,10,1,311.2,2,2,3,223,0,0,Best Customers
14738.0,7,1,311.2,3,3,3,333,0,0,Best Customers
15680.0,12,1,311.5,1,1,3,113,0,0,Best Customers
13740.0,12,1,311.69,1,1,3,113,0,0,Best Customers
13531.0,11,1,311.7,1,1,3,113,0,0,Best Customers
13643.0,6,1,311.8,3,3,3,333,0,2,At Risk (Churn Danger)
18061.0,10,1,312.21,2,2,3,223,0,0,Best Customers
13905.0,7,1,312.65,3,2,3,323,0,0,Best Customers
15162.0,6,1,312.9,3,3,3,333,0,2,At Risk (Churn Danger)
15369.0,6,1,312.96,3,3,3,333,0,2,At Risk (Churn Danger)
13037.0,11,1,313.19,1,1,3,113,0,0,Best Customers
13855.0,6,1,313.45,3,3,3,333,0,2,At Risk (Churn Danger)
13087.0,1,1,313.64,5,4,3,543,0,2,At Risk (Churn Danger)
13468.0,11,1,314.22,1,1,3,113,0,0,Best Customers
14549.0,12,1,316.22,1,1,3,113,0,0,Best Customers
16159.0,11,1,317.55,2,2,3,223,0,0,Best Customers
12417.0,4,2,317.6,4,5,3,453,0,2,At Risk (Churn Danger)
16891.0,10,1,317.83,2,2,3,223,0,0,Best Customers
15329.0,0,1,318.36,5,4,3,543,0,2,At Risk (Churn Danger)
13175.0,10,1,319.15,2,2,3,223,0,0,Best Customers
17998.0,12,2,319.19,1,4,3,143,0,0,Best Customers
16791.0,11,1,319.87,2,2,3,223,0,0,Best Customers
13202.0,5,1,320.2,3,3,3,333,0,2,At Risk (Churn Danger)
14408.0,7,1,321.0,3,2,3,323,0,0,Best Customers
17576.0,11,1,321.21,2,2,3,223,0,0,Best Customers
15658.0,11,1,321.65,2,1,3,213,0,0,Best Customers
17047.0,6,1,322.65,3,3,3,333,0,2,At Risk (Churn Danger)
17954.0,5,1,322.98,4,3,3,433,0,2,At Risk (Churn Danger)
13025.0,6,1,323.39,3,3,3,333,0,2,At Risk (Churn Danger)
15482.0,11,2,325.08,2,4,3,243,0,0,Best Customers
16293.0,3,1,325.64,5,4,3,543,0,2,At Risk (Churn Danger)
15956.0,1,1,326.4,5,4,3,543,0,2,At Risk (Churn Danger)
13498.0,5,1,327.38,4,3,3,433,0,2,At Risk (Churn Danger)
